,ID,Comment
199,주은,엄마가하도“살짝설랬어나”이러길래노래틈ㅋㅋ
200,뚜꿀,오마이걸은파트분배의정석임ㄹㅇ
201,낭콩강,2:53ㅠㅜㅠㅡㅠㅜㅠㅜ이분뭐야ㅠㅠㅠㅜㅠ너무오진다
202,MOONSOOCHOI,승희언니핑크머리하니까진짜이쁘다
203,jeongyun,랩파트에서미미갭차이엄청난거진짜너무치인다지호는언제봐도여신이고유아도전에는진짜과즙뿜뿜그자체였다면지금엄청성숙하게스타일링한것도잘어울리고효정이앞머리내린거랑아린이단발한거너무잘어울리고비니랑승희도너무이쁘다ㅠㅠㅠㅠ이번컨셉미쳤다너무잘어울려
204,선배님,이거딱시작할때밈죠캐미가진짜귀염포인트임ㅋㅋㅋㅋ맨날달라
205,이곰,아린언니나한테어쩌라는거야?ㅠㅠ입덕해버렸지뭐야~^^유아언니는왤케멋쁨인데ㅠㅠ효정언니웃음잃지마승희언니아이돌도하고배우도잘어울려ㅠㅠ
206,기야미당,아니ㄹㅇ아린완전첫사랑재질...혼자대학교에서이온음료먹으면서화보찍었을것같은분위기야...
207,HJJ,아린단발진짜예쁘다원래도이쁘지만
208,숩밍,이번노래는미미가정말정점을찍은듯한느낌...미미목소리로노래분위기가잡히는거같음랩진짜미쳤다구ㅠㅠㅠㅠㅠㅠ아니그냥노래가좋아점점곡퀄이올라가는듯ㅠㅠㅠㅠㅠ나운다...
209,현똘이,야너두?야나두살짝설렜어..❤
210,동그라미,노래개좋다ㄹㅇ
211,가나,2:53에서점프하는것도춤동작인갑쇼?..
212,VeylTan,Whosthatpinkhairgirl?Shessoeye-catching
213,이지아Jia,이노래제목이몇개냐면살짝설렜어많이설렜어존나설렜어오지게설렜어지리게설렜어조지게설렜어요정도...근데여기서가장적게언급된제목은살짝설렜어이므로살짝설렜어는이제제목이아님언니들나살려줄래..?
214,미소,아린이완전귀여워ㅠㅠ
215,슬얘,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💕💕💕
216,보숑뿌숭,어쩜저리이뻐서봐도봐도새로울까ㅜ최고오마이걸..♡
217,새벽소리,아린인가??저분약간주말연속극드라마에나오는평범한집에사는주연여자딸내미같음배우느낌
218,제온,"이번에스타일링변화진짜많이했는데다들너무찰떡ㅜ효정->앞머리내림미미->보라머리유아->앞머리까고중단발승희->핑꾸머리지호->흑발복귀죠는흑발이진리..비니->사이사이브릿지,칼단발복귀아린->나리되려구단발했는데너무찰떡ㅠㅠ이번에잘되서너무기쁘구진짜대중들의마이걸된거같아서..윈디데이때부터좋아한나로써너무뿌듯..뭔가옴걸은같이커가는느낌ㅎㅎ어쨌든살설담주음방1위휩쓸구대박나자!!!멤버들건강이최고!!🤗🤗"
219,김서현,노래진짜미치게잘뽑았음컨셉이며대중성이며다골고루잘섞인듯ㅠㅠㅠㅠ옴걸넘좋다상코미들ㅠㅠㅠㅠㅠ
220,문시온,승희정수리는눈치있게핑크로자라라.
221,아린,효정누나미소가하...미치겠자너
222,ß샐꾱,썸내일🐕예쁘네..내도좀예뻤으면........그러다해도전효정언니팬이예요!
223,남승찬님,지호가존나잘생겼네;근데누가원래제목조지게설렜어라고한거본후엔머릿속에조지게~설렜어나~만맴돌음ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
224,효효쩡,울옴둥이들곡은하나하나다왜케좋앙ㅠㅠ
225,꿀깅이,이곡은비니아린지호가개이쁘농
226,EEL,0:58
227,라왈랄,1:57많이설렜어난...
